property_type,property,location_area,location,total_price,price_sqft,area(sq-ft),bhk,bath,has_balcony,area_type,covered_parking,open_parking,pooja_room,servant_room,study_room,extra_rooms,floor,furnished_status,property_status,marble_floor,property_link,property_description
 Builder Floor ,"1 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,5085000,5851,869,1,1,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-869-sq-ft-builder-floor-in-ajmer-road/9627907,"For those ready to invest in their future, this unfurnished 1-bedroom, 1-bathroom builder floor on Ajmer Road in Jaipur presents a compelling proposition at 50.85 Lac.Spanning 869 square feet, this property promises a comfortable living space designed with families in mind, enhanced by the convenience of ample parking and a wide road for easy access. The development thoughtfully includes a"
 Builder Floor ,"2 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,4785000,6519,734,2,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-734-sq-ft-builder-floor-in-ajmer-road/9619959,"A bright future awaits you on Ajmer Road in Jaipur with this unfurnished 2-bedroom builder floor, available for sale at 47.85 Lac.Spread across 734 square feet, this home offers a comfortable living space with one bathroom and parking for one vehicle. It located in a prime spot with a wide road, making commutes easy, and boasts ample parking for your"
 Builder Floor ,"1 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,3057000,5867,521,1,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-521-sq-ft-builder-floor-in-ajmer-road/9619942,"This 1-bedroom unfurnished builder floor on Ajmer Road in Jaipur offers a fantastic chance to own a property in a prime location for 30.57 Lac.Spanning 521 square feet, its perfect for individuals or couples looking for a comfortable and convenient living space. The property features one bathroom and ample parking, with a wide road providing easy access. Inside, youll find"
 Builder Floor ,"2.5 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,6745000,6436,1048,2.5,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-2-5-bhk-1048-sq-ft-builder-floor-in-ajmer-road/9620001,"This unfurnished 2.5-bedroom builder floor on Ajmer Road in Jaipur is ready for its next owner at 67.45 Lac, offering a generous 1048 square feet of living space.You will find ample parking with one dedicated spot, perfect for convenience. This property also boasts special amenities like kids' play areas, a pet area, and nearby ATMs, making everyday life easier. Located"
 Builder Floor ,"2.5 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,7138000,6524,1094,2.5,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-2-5-bhk-1094-sq-ft-builder-floor-in-ajmer-road/9620010,"A 2.5-bedroom, 1-bathroom unfurnished builder floor spanning 1094 square feet on Ajmer Road in Jaipur is available for sale at 71.38 Lac.This property is ideal for those who appreciate a location with a wide road and ample parking, ensuring convenience for daily life and visitors. The building offers family-friendly amenities like kids' play areas and a dedicated pet area, alongside"
 Builder Floor ,"1 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,4357000,5911,737,1,1,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-737-sq-ft-builder-floor-in-ajmer-road/9627876,"For those desiring a home that blends practicality with modern comforts, this unfurnished one-bedroom builder floor on Jaipur Ajmer Road presents a compelling prospect at 43.57 lakh.Spanning 737 square feet, this property is situated in a prime location with a wide road, ensuring easy accessibility and ample parking for your convenience. Its an ideal choice for families, offering a dedicated"
 Builder Floor ,"1 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,3654000,6278,582,1,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-582-sq-ft-builder-floor-in-ajmer-road/9619949,"Here is a 1-bedroom, 1-bathroom unfurnished builder floor on Ajmer Road in Jaipur, available for 36.54 Lac, offering 582 square feet of living space.This property is ideal for a first-time homebuyer or an investor looking for a great deal with its quick sale potential and prime location. You will find it convenient with ample parking for one vehicle, and the"
 Builder Floor ,"1 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,4654000,5928,785,1,1,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-785-sq-ft-builder-floor-in-ajmer-road/9627881,"Here a lovely 785 square feet, one-bedroom unfurnished builder floor on Ajmer Road in Jaipur, perfect for a small family or as a smart investment, available for 46.54 lakh.This home offers a comfortable living space with one bathroom and includes a dedicated parking spot, ensuring convenience. The property is situated in a prime location with a wide road, making access"
 Builder Floor ,"2.5 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,6348000,6444,985,2.5,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-2-5-bhk-985-sq-ft-builder-floor-in-ajmer-road/9619971,"What if your next home offered both excellent connectivity and a comfortable lifestyle.This unfurnished two and a half bedroom builder floor on Ajmer Road in Jaipur presents just that, spanning a generous 985 square feet and priced at 63.48 lakh. You will enjoy the convenience of ample parking for one vehicle and quick access thanks to the wide road. Within"
 Builder Floor ,"2 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,5000000,6518,767,2,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-767-sq-ft-builder-floor-in-ajmer-road/9619963,"This unfurnished 2-bedroom, 1-bathroom builder floor on Ajmer Road in Jaipur presents a compelling prospect for those seeking both a comfortable living space and a smart investment, all for 50 Lac.Spanning 767 square feet, this property benefits from its prime location and is situated on a wide road, ensuring excellent accessibility and ample parking for one vehicle. Inside, you'll find"
 Builder Floor ,"2.5 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,5945000,6365,934,2.5,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-2-5-bhk-934-sq-ft-builder-floor-in-ajmer-road/9619991,"A home that offers both space and convenience is now available for you on Ajmer Road in Jaipur.This unfurnished 2.5-bedroom builder floor provides 934 square feet of living area, perfect for a growing family or those who appreciate room to spread out. Located on a wide road, you'll find getting around is a breeze, and with ample parking available, you"
 Builder Floor ,"1 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,4289000,5915,725,1,1,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-725-sq-ft-builder-floor-in-ajmer-road/9627875,"This unfurnished 1 BHK builder floor on Ajmer Road, Jaipur, is available for sale at 42.89 Lac and offers 725 square feet of living space, perfect for families.The property features 1 bathroom and 1 parking spot, with the added benefits of kids' play areas and a pet area, ensuring a comfortable environment for everyone. Its prime location on a wide"
 Builder Floor ,"2.5 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,6238000,6378,978,2.5,1,FALSE,Built-up Area,1,,0,1,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-2-5-bhk-servant-room-978-sq-ft-builder-floor-in-ajmer-road/9619996,"A fantastic opportunity is unfolding on Ajmer Road in Jaipur for those looking for a new place to live.This unfurnished 2.5-bedroom builder floor offers a comfortable 978 square feet of space, perfect for a growing family or anyone who enjoys a bit of extra room. Priced at 62.38 Lac, it sits in a prime location with a wide road providing"
 Builder Floor ,"1 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,4955000,5927,836,1,1,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-836-sq-ft-builder-floor-in-ajmer-road/9627885,"Looking for a comfortable and convenient place to call your own in Jaipur.This unfurnished, one-bedroom builder floor on Ajmer Road, measuring 836 square feet, is available for 49.55 lakh and is a wonderful choice for families. You will appreciate the ample parking available, and the location on a wide road makes getting around town a breeze. Your little ones will"
 Builder Floor ,"1 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,3125000,5852,534,1,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-534-sq-ft-builder-floor-in-ajmer-road/9619943,"This unfurnished 1-bedroom, 1-bathroom builder floor on Ajmer Road in Jaipur is available for sale at 31.25 Lac.Spread across 534 square feet, this property offers a convenient living space with a dedicated parking spot and is situated in a prime location with a wide road. The property is between 2-4 years old and includes amenities like kids' play areas, a"
 Builder Floor ,"1.5 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,4275000,6418,666,1.5,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-1-5-bhk-666-sq-ft-builder-floor-in-ajmer-road/9619955,"Seeking a property that offers both value and a great location.Look no further than this unfurnished builder floor on Ajmer Road in Jaipur, available for a competitive 42.75 lakh. This 666 square feet home features 1.5 bedrooms and 1 bathroom, providing a comfortable living space. With amenities like kids' play areas, a pet area, and on-site ATMs, this property is"
 Builder Floor ,"2 BHK Builder Floor for Sale in Ajmer Road, Jaipur",ajmer road, Ajmer Road,5147000,6556,785,2,1,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Unfurnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-785-sq-ft-builder-floor-in-ajmer-road/9619965,"Find a home that fits your life on Ajmer Road in Jaipur with this unfurnished 2-bedroom, 1-bathroom builder floor, priced at 51.47 Lac.Spanning 785 square feet, this property offers ample parking and is situated on a wide road in a prime location. You will appreciate the convenience of nearby ATM, and dedicated areas for kids' play and pets, making it"
 Builder Floor ,"3 BHK Builder Floor for Sale in C-Scheme, Jaipur",central jaipur, C-Scheme,28000000,14035,1995,3,3,FALSE,Built-up Area,2,1,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,Marble Flooring,https://www.squareyards.com/resale-3-bhk-1995-sq-ft-builder-floor-in-c-scheme/9407630,"A prime location in Jaipur C-Scheme awaits with this semi-furnished builder floor, offering a road view and a substantial 2010 square feet of living space. Priced at 2.8 crore, this property features three bedrooms and three bathrooms, perfect for a growing family, along with two dedicated parking spots.Built between two to four years ago, it provides modern living conveniences within a"
 Builder Floor ,"2 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,2307000,4225,546,2,2,FALSE,Built-up Area,2,,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-546-sq-ft-builder-floor-in-vaishali-nagar/9546812,"Your search for a secure and comfortable home in Jaipur Vaishali Nagar might just end here with this semi-furnished, two-bedroom, two-bathroom builder floor.Priced at 23.07 lakh, this 546 square feet property offers a wonderful living space designed for families, complete with 24x7 security for your peace of mind. Being part of a gated society means added safety and a sense"
 Builder Floor ,"2 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,2808000,3120,900,2,2,FALSE,Built-up Area,2,,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-900-sq-ft-builder-floor-in-vaishali-nagar/9546843,"Considering a move to Jaipur well-regarded Vaishali Nagar.This semi-furnished builder floor, offering two bedrooms and two bathrooms spread across 900 square feet, presents a truly smart acquisition at 28.08 lakh. You will find comfort and peace of mind within this gated society, which boasts 24/7 security for your family safety. With parking space for two vehicles and property that only"
 Builder Floor ,"2 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,2900000,3155,919,2,2,FALSE,Built-up Area,2,,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-919-sq-ft-builder-floor-in-vaishali-nagar/9546845,"Here is a safe and secure two-bedroom, two-bathroom builder floor in Jaipur Vaishali Nagar, perfect for families looking for an affordable and comfortable home, priced at 29 lakh.This semi-furnished property spans 919 square feet and is located in a gated society offering a touch of luxury living. You will appreciate the 24x7 security that ensures peace of mind, and with"
 Builder Floor ,"2 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,2509000,3584,700,2,2,FALSE,Built-up Area,2,,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-700-sq-ft-builder-floor-in-vaishali-nagar/9546827,"Start your new life in this affordable, semi-furnished, two-bedroom, two-bathroom builder floor located in the safe and secure locality of Vaishali Nagar, Jaipur.Priced at 25.09 lakh, this home offers 700 square feet of comfortable living space, perfect for families looking for a gated society lifestyle. You will find peace of mind with 24x7 security ensuring your loved ones are always"
 Builder Floor ,"2 BHK Builder Floor for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,2907000,2972,978,2,2,FALSE,Built-up Area,2,,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-978-sq-ft-builder-floor-in-vaishali-nagar/9546851,"For individuals seeking a new place to call home in Jaipur Vaishali Nagar, a semi-furnished, two-bedroom, two-bathroom builder floor is available for 29.07 lakh.This property offers 978 square feet of living space within a secure gated society, making it an excellent choice for families looking for both comfort and peace of mind. The builder floor comes with the added benefit"
